,true_slide,latitude,longitude,max_elev_change,median_elev,mean_elev,mean_median_diff,total_elev,median_elev_change,mean_elev_change,total_elev_change,Precip_30_min_before,Precip_60_min_before,Precip_90_min_before,Precip_120_min_before,fire_<=1_year_before,fire_<=3_year_before,fire_<=5_year_before
30,1,37.28532145,-107.87244312,1114,2204.0,2261.711267361111,57.71126736111091,130274569,0.0,-0.19177126917712692,907116,0.0,0.5799999833106995,0.0,0.0,0,0,0
31,1,33.6167409,-117.42523295,1367,678.0,675.7807291666667,2.2192708333333258,38924970,0.0,-0.36436541143654116,1170344,0.0,0.0,0.0,0.0,0,0,0
32,1,33.75835313,-117.43210919,1505,495.0,577.2557638888889,82.25576388888885,33249932,-1.0,-1.7648884239888425,903026,0.0,0.0,0.0,0.0,0,0,0
33,1,36.7107072,-83.69415856,613,459.0,479.6334548611111,20.63345486111109,27626887,0.0,-0.2750697350069735,1103030,0.0,0.0,0.0,0.0,0,0,0
34,1,34.37088518,-117.66687462,2305,1702.0,1730.10453125,28.104531250000036,99654021,-4.0,-1.820258019525802,1494338,0.0,0.08700966089963913,0.019999999552965164,0.019999999552965164,0,0,0
35,1,35.55443896,-120.72654322,529,325.0,353.17432291666665,28.174322916666654,20342841,-1.0,-0.9473152022315202,591502,0.0,0.0,0.0,1.698478102684021,0,0,0
36,1,33.64697232,-117.36260048,997,562.0,603.9135243055556,41.9135243055556,34785419,-2.0,-3.173744769874477,778138,11.808999061584473,10.868324279785156,13.0,13.0,0,0,0
37,1,40.99750962,-74.32406568,339,146.0,164.53628472222223,18.536284722222234,9477290,-1.0,-0.9262203626220362,449568,0.0,0.0,0.0,0.0,0,0,0
38,1,33.666486400000004,-117.40507344,1156,647.0,658.2309895833333,11.230989583333326,37914105,-1.0,-1.4397140864714086,994610,0.0,0.0,0.0,0.0,1,1,1
39,1,42.84410374,-87.82774368,105,196.0,194.7709027777778,1.229097222222208,11218804,0.0,-0.38486750348675036,82552,0.0,0.0,0.0,0.0,0,0,0
40,1,38.32147971,-81.56135906,336,302.0,302.49182291666665,0.49182291666664923,17423529,1.0,0.47813807531380753,1061494,0.11231394857168198,0.1515783816576004,0.1953524649143219,0.34557050466537476,0,0,0
41,1,35.48015009,-120.85442151,749,247.0,253.21157986111112,6.211579861111119,14584987,2.0,1.9742329149232916,867282,0.0,0.0,0.0,0.0,0,0,0
42,1,33.69788889,-117.40327778,1131,616.0,630.3211111111111,14.321111111111122,36306496,-1.0,-1.4652719665271967,925384,0.0,0.0,0.0,0.0,1,1,1
43,1,34.09619617,-116.9630657,2585,1501.0,1606.4008333333334,105.40083333333337,92528688,11.0,10.607635983263599,1434766,0.0,0.0,0.02431960590183735,0.007454417180269957,0,0,0
44,1,34.08187856,-118.46114467,649,191.0,184.73598958333332,6.264010416666679,10640793,0.0,-0.951952580195258,603260,0.0,0.0,0.0,0.0,0,0,0
45,1,40.75222078,-123.06414971,1917,914.0,981.2949826388889,67.29498263888888,56522591,1.0,1.3658995815899582,1624636,0.7799999713897705,0.033569179475307465,0.03999999910593033,0.03999999910593033,1,1,1
46,1,34.36170048,-117.80073029,2246,1586.0,1627.90203125,41.902031249999936,93767157,2.0,1.7551603905160391,1799448,11.977426528930664,13.514246940612793,16.889999389648438,16.889999389648438,0,0,0
47,1,34.04441889,-118.79766684,854,180.0,202.6772048611111,22.677204861111107,11674207,0.0,-0.5451185495118549,823280,0.0,0.0,0.0,0.0,1,1,1
48,1,34.23409548,-117.17576868,1857,1406.0,1320.7183506944446,85.28164930555545,76073377,7.0,6.157287308228731,1176762,0.0,0.0,0.0,0.0,0,0,0
49,1,34.11154554,-118.75448022,854,332.0,323.21975694444444,8.780243055555559,18617458,0.0,0.2867852161785216,953142,1.649999976158142,1.649999976158142,0.08336299657821655,0.08999999612569809,1,1,1
50,1,34.02227764,-118.83031003,897,0.0,173.3984548611111,173.3984548611111,9987751,0.0,0.02102510460251046,772574,0.0,0.0,0.0,0.0,0,0,0
51,1,37.67494121,-82.26873042999999,433,354.0,354.79637152777775,0.796371527777751,20436271,1.0,0.26415620641562065,1488092,0.0,0.0,0.0,0.0,0,0,0
52,1,44.03791841,-122.20179631,1316,1091.0,1090.3680902777778,0.6319097222221899,62805202,2.0,1.777649930264993,1353514,0.0,0.0,0.0,0.0,0,0,0
53,1,39.076533270000006,-84.52711053,150,234.0,219.65538194444446,14.344618055555543,12652150,0.0,-0.5271617852161785,381094,0.0,0.0,0.0,0.0,0,0,0
54,1,56.92603317,-135.11957403,1264,402.0,425.49994791666666,23.499947916666656,24508797,2.0,1.4332635983263597,1317612,0.0,0.0,0.21736431121826172,0.3199999928474426,0,0,0
55,1,34.05488873,-118.89820262,916,182.0,214.3496875,32.34968749999999,12346542,1.0,1.234379358437936,828524,0.09099176526069641,0.12449373304843903,0.03759697079658508,0.0,1,1,1
56,1,39.07823347,-84.53520382,150,237.0,221.9542361111111,15.0457638888889,12784564,0.0,-0.5485006973500698,377178,0.0,0.0,0.0,0.0,0,0,0
57,1,33.664393059999995,-117.32589369,735,496.0,549.6022048611111,53.60220486111109,31657087,-1.0,-1.7521617852161786,644820,0.0,0.0,0.0,0.0,0,0,0
58,1,40.62270192,-80.31199969,204,324.0,310.76711805555556,13.232881944444443,17900186,0.0,-0.2362273361227336,523054,0.0,0.0,0.0,0.0,0,0,0
59,1,32.5139274,-110.96288284,839,1029.0,1022.5042361111111,6.49576388888886,58896244,0.0,0.7035564853556485,399724,0.0,0.0,0.0,0.0,0,0,0
60,1,34.06620026,-118.70814827,854,266.0,232.92930555555554,33.070694444444456,13416728,0.0,-0.25474198047419805,802900,0.0,0.0,0.0,0.0,0,0,0
61,1,38.59488902,-121.5036833,54,7.0,7.488697916666666,0.4886979166666663,431349,0.0,0.10843793584379359,111448,1.6009864807128906,1.8316327333450317,2.5199999809265137,2.5199999809265137,0,0,0
62,1,43.06723897,-88.22513654,150,270.0,274.8040277777778,4.804027777777776,15828712,0.0,-0.18169456066945608,152178,0.8299999833106995,0.5999999642372131,1.209999918937683,1.8335330486297607,0,0,0
63,1,45.92250102,-116.10431776,1342,1002.0,1099.9207465277777,97.92074652777774,63355435,0.0,-2.048047419804742,622028,0.07999999821186066,0.019999999552965164,0.0,0.0,0,0,0
64,1,37.120639950000005,-121.97609964,1006,346.0,385.0948090277778,39.094809027777785,22181461,1.0,1.3816596931659693,1068244,0.0,0.0,0.37911924719810486,0.542041003704071,0,0,0
65,1,40.12778671,-110.7430751,1032,2135.0,2174.3641493055557,39.36414930555566,125243375,-2.0,-1.4346582984658298,1177060,0.0,0.0,0.0,0.0,0,0,0
66,1,33.65681745,-117.59452778,1651,364.0,471.5986458333333,107.59864583333331,27164082,5.0,4.642503486750349,1093426,0.0,0.0,0.0,0.0,0,0,0
67,1,39.15850592,-78.236842,466,250.0,257.0240798611111,7.02407986111109,14804587,-1.0,-0.8333682008368201,327530,0.0,0.0,0.0,0.0,0,0,0
68,1,34.03283089,-118.82136994,854,49.0,191.67881944444446,142.67881944444446,11040700,0.0,-0.30728730822873085,825190,0.7699999809265137,0.23479712009429932,0.35358741879463196,0.014328362420201302,1,1,1
69,1,21.35447216,-157.81825823,950,64.0,150.90524305555556,86.90524305555556,8692142,0.0,-0.32350069735006975,1106824,0.0,0.0,0.0,0.0,0,0,0
70,1,37.27698773,-107.88065523,1109,2196.0,2242.1303819444443,46.13038194444425,129146710,0.0,-0.2445955369595537,864162,0.0,0.0,0.0,0.0,0,0,0
71,1,38.90134057,-111.65704866,1108,2289.0,2280.8128819444446,8.187118055555402,131374822,4.0,2.178347280334728,1028662,0.0,0.0,0.0,0.0,0,0,0
72,1,34.06795758,-118.58951817,860,274.0,231.85368055555554,42.14631944444446,13354772,0.0,0.15728730822873083,792694,0.0,0.0,0.0,0.0,0,0,0
73,1,33.8748188,-116.46281835,1011,225.0,260.9184201388889,35.918420138888905,15028901,0.0,0.4458507670850767,401726,0.0012029660865664482,0.003049420891329646,0.007369485218077898,0.010448668152093887,0,0,0
74,1,37.80401003,-81.92892389,546,441.0,434.3272048611111,6.672795138888887,25017247,1.0,0.5420850767085077,1556594,0.0,0.0,0.0,0.0,0,0,0
75,1,32.74682142,-117.21805733,275,3.0,32.56642361111111,29.566423611111112,1875826,0.0,0.5062761506276151,226676,0.0,0.0,0.0,0.0,0,0,0
76,1,34.34895607,-111.2668585,1046,1698.0,1755.7958333333333,57.79583333333335,101133840,2.0,2.37510460251046,706028,0.0,0.0,0.3100000023841858,0.13706886768341064,0,0,0
77,1,39.459287880000005,-78.99878882,724,462.0,487.6792708333333,25.679270833333305,28090326,-2.0,-2.4550557880055788,876846,1.9499999284744263,3.309999942779541,0.2196970134973526,0.0,0,0,0
78,1,38.13907743,-81.66319207,400,365.0,364.55055555555555,0.44944444444445253,20998112,0.0,0.09330543933054393,1274248,0.009999999776482582,0.0,0.0,0.0,0,0,0
79,1,34.42678453,-119.52856604,1661,245.5,386.2495138888889,140.74951388888888,22247972,3.0,3.2835774058577405,1007038,9.640862464904785,8.399999618530273,3.2100000381469727,1.5499999523162842,0,0,0
80,1,34.04560759,-118.94053945,916,0.0,164.93895833333335,164.93895833333335,9500484,0.0,1.3947350069735007,777394,0.0,0.0,0.0,0.0,0,1,1
81,1,32.82453089,-117.23641963,266,15.0,46.57972222222222,31.579722222222223,2682992,0.0,0.9420502092050209,249204,0.0,0.0,0.0,0.0,0,0,0
82,1,45.80290467,-108.58524301,230,1015.0,1028.3760590277777,13.376059027777728,59234461,-1.0,-0.6072524407252441,184856,0.0,0.0,0.0,0.0,0,0,0
83,1,38.65961225,-80.73924751,366,386.0,387.0644270833333,1.064427083333328,22294911,1.0,0.41847977684797766,1016292,0.0,0.0,0.0,0.9300000071525574,0,0,0
84,1,40.43106655,-75.42148548,273,167.0,168.3634201388889,1.3634201388888982,9697733,0.0,0.1305439330543933,260416,2.5299999713897705,2.4600000381469727,0.08717792481184006,0.5287590622901917,0,0,0
85,1,35.47757071,-82.27948157,1054,759.0,745.7953993055555,13.20460069444448,42957815,-4.0,-3.285634588563459,993908,0.04672680050134659,0.0,0.0,0.0,0,0,0
86,1,34.13497,-116.31497175,900,998.0,1023.3235763888889,25.32357638888891,58943438,-2.0,-1.5418061366806137,455466,0.0,0.0,0.0,0.0,0,0,0
87,1,59.37717914,-135.83623881,1907,471.0,628.7717361111111,157.77173611111107,36217252,0.0,1.5602510460251047,1015416,0.0,0.0,0.0,0.0,0,0,0
88,1,35.53663412,-82.23389271,1038,701.0,687.6604340277778,13.339565972222204,39609241,-4.0,-3.7,955012,0.0,0.0,0.0,0.0,0,0,0
89,1,37.30127161,-82.31829424,692,487.0,480.68762152777776,6.312378472222235,27687607,1.0,0.3139818688981869,1269234,0.0,0.0,0.0,0.0,0,0,0
90,1,37.13403076,-84.05239216,208,364.0,364.87505208333334,0.8750520833333439,21016803,0.0,0.06792189679218968,420184,0.20999999344348907,0.07000000029802322,0.8050988912582397,0.3999999761581421,0,0,0
91,1,33.8023491,-116.18801631,1676,311.0,416.6956944444444,105.69569444444443,24001672,4.0,5.645397489539749,790088,0.0,0.0,0.0,0.0,0,0,0
92,1,38.49226779,-82.37081022,154,223.0,219.55744791666666,3.4425520833333394,12646509,0.0,0.21830543933054394,657862,0.6399999856948853,0.0,0.06030608341097832,0.33122745156288147,0,0,0
93,1,38.49278359,-122.69423237,667,151.0,180.96784722222222,29.96784722222222,10423748,2.0,2.5763598326359833,592672,0.0,0.011720885522663593,0.0065790279768407345,0.00030858159880153835,1,1,1
94,1,35.709913189999995,-81.14961860000001,123,292.0,290.5175173611111,1.4824826388888823,16733809,0.0,-0.173186889818689,246658,0.0,0.0,0.0,0.0,0,0,0
95,1,40.24483191,-80.14216506,184,347.0,345.1335763888889,1.8664236111110881,19879694,0.0,-0.014853556485355648,450516,2.6117255687713623,4.134746551513672,0.0,0.0,0,0,0
96,1,35.56755909,-82.20657155,1071,640.0,653.9448263888889,13.944826388888941,37667222,-4.0,-3.6346582984658298,933828,0.0,0.0,0.0,0.0,0,0,0
97,1,21.36775988,-157.79031524,950,51.0,142.76178819444445,91.76178819444445,8223079,0.0,-1.3562064156206415,1086244,0.0,0.0,0.0,0.0,0,0,0
98,1,36.58302151,-79.42079047,176,174.0,174.65835069444444,0.6583506944444366,10060321,0.0,-0.11548117154811716,280428,0.0,0.0,0.0,0.0,0,0,0
99,1,40.19873836,-79.87636379,217,320.0,313.33434027777776,6.6656597222222445,18048058,0.0,-0.1789400278940028,515496,0.0,0.0,0.0,0.0,0,0,0
100,1,37.34306613,-80.7778687,803,618.0,670.8971006944445,52.897100694444475,38643673,0.0,-0.49354951185495116,790114,0.0,0.0,0.0,0.0,0,0,0
101,1,21.321956,-157.790678,940,28.0,121.66397569444445,93.66397569444445,7007845,0.0,-0.4606694560669456,945568,0.0,0.0,0.0,0.0,0,0,0
102,1,37.41865541,-81.24440303,503,801.0,806.6811631944445,5.68116319444448,46464835,0.0,-0.3085076708507671,885464,2.1972217559814453,0.05431715399026871,0.022227054461836815,0.0,0,0,0
103,1,37.25939712,-81.22260267,623,796.0,816.9899479166667,20.989947916666665,47058621,0.0,-0.19804741980474197,711756,3.66939640045166,0.041332971304655075,0.0,0.031370993703603745,0,0,0
104,1,37.27381432,-81.22709441,623,795.0,812.3203298611111,17.320329861111077,46789651,0.0,-0.3095536959553696,709376,3.66939640045166,0.041332971304655075,0.0,0.031370993703603745,0,0,0
105,1,39.4221949,-81.1936699,190,284.0,275.03960069444446,8.96039930555554,15842281,0.0,0.06914225941422594,786986,0.0,0.0,0.0,0.0,0,0,0
106,1,48.62383984,-122.44942166,815,25.0,120.58315972222222,95.58315972222222,6945590,0.0,1.983647140864714,512998,0.0,0.0,0.0,0.0,0,0,0
107,1,38.48773661,-82.64007102,158,219.0,217.44109375,1.5589062500000068,12524607,0.0,0.17248953974895398,581430,0.0,0.0,0.06903133541345596,0.0,0,0,0
108,1,45.797656970000006,-108.50977903,237,1004.0,1013.1230729166666,9.123072916666615,58355889,-1.0,-0.14630404463040447,234304,0.0,0.0,0.0,0.0,0,0,0
109,1,41.36874906,-76.85288552,478,376.0,377.89758680555553,1.8975868055555338,21766901,1.0,0.47231520223152024,676720,0.0,0.0,0.0,0.0,0,0,0
110,1,35.491834909999994,-80.05877337,208,183.0,183.09310763888888,0.09310763888888118,10546163,0.0,-0.0009414225941422594,376262,1.2200000286102295,1.2200000286102295,3.5899999141693115,1.8134506940841675,0,0,0
111,1,46.04765142,-122.81240557,709,163.0,184.39203125,21.392031250000002,10620981,2.0,1.9505230125523012,638486,0.0,0.0,0.0,0.0,0,0,0
112,1,36.45849494,-81.51685966000001,756,955.0,988.2114409722222,33.21144097222225,56920979,-1.0,-1.1941771269177126,989886,0.0,0.007983674295246601,0.3261193335056305,0.0005810994771309197,0,0,0
113,1,39.37834704,-76.50083758,191,64.0,65.0807986111111,1.0807986111111063,3748654,-1.0,-0.5083682008368201,246332,10.175580978393555,7.589999675750732,7.730000019073486,7.259999752044678,0,0,0
114,1,39.87673994,-106.27508537,1780,2661.0,2745.5892708333336,84.58927083333356,158145942,-1.0,-0.8137029288702929,883458,0.9199999570846558,0.9199999570846558,0.07999999821186066,0.0,0,0,0
115,1,42.94317079,-110.69359531,1325,2452.0,2476.538159722222,24.53815972222219,142648598,4.0,3.1455718270571826,1248146,0.0,0.0,0.0,0.0,0,0,0
116,1,35.78431529,-82.50057675000001,1053,767.0,815.8298784722223,48.829878472222276,46991801,3.0,3.057566248256625,1072202,0.0,0.0,0.0,0.0,0,0,0
117,1,21.34174431,-157.79994341,940,47.0,137.29802083333334,90.29802083333334,7908366,0.0,-0.5273012552301255,1020386,0.0,0.0,0.0,0.0,0,0,0
118,1,36.72479287,-84.12760377000001,391,348.0,369.15302083333336,21.153020833333358,21263214,0.0,-0.21122733612273362,858312,0.0,0.0,0.0,0.0,0,0,0
119,1,34.42951008,-88.95016571000001,106,135.0,135.05166666666668,0.05166666666667652,7778976,0.0,0.15453277545327754,230732,0.0,0.0,0.0,0.0,0,0,0
120,1,40.53872962,-80.05269922,205,334.0,322.19546875,11.804531250000025,18558459,0.0,-0.035669456066945604,525322,0.18735893070697784,0.29999998211860657,0.6299999952316284,0.19999998807907104,0,0,0
121,1,40.33211577,-79.88780858999999,194,316.0,306.7874826388889,9.21251736111111,17670959,0.0,-0.21192468619246863,559232,0.38192394375801086,0.6499999761581421,0.5999999642372131,0.7400000095367432,0,0,0
122,1,40.99953531,-74.32811713000001,348,155.0,168.17503472222222,13.175034722222222,9686882,-1.0,-0.9128312412831241,457412,0.0,0.0,0.0,0.0,0,0,0
123,1,40.99769754,-74.32351480999999,339,145.0,164.06817708333332,19.068177083333325,9450327,-1.0,-0.949860529986053,449468,0.0,0.0,0.0,0.0,0,0,0
124,1,39.58260558,-78.73131874,476,257.0,279.9728645833333,22.97286458333332,16126437,0.0,0.2657252440725244,754734,2.5240120887756348,6.190000057220459,4.299999713897705,5.069999694824219,0,0,0
125,1,37.36481628,-82.40782259999999,674,416.0,416.15390625,0.15390624999997726,23970465,1.0,0.02200139470013947,1452690,0.0,0.0,0.0,0.0,0,0,0
126,1,33.75040695,-116.64848545,3130,1620.0,1634.8077604166667,14.807760416666724,94164927,-6.0,-9.205962343096234,1754546,0.0,0.0,0.0,0.0,1,1,1
127,1,40.40985709,-74.00401635,94,0.0,6.137083333333333,6.137083333333333,353496,0.0,-0.10829846582984658,83676,3.6399998664855957,7.366960048675537,0.6699999570846558,0.0,0,0,0
128,1,39.06844148,-84.53869284,150,241.0,224.39664930555554,16.603350694444458,12925247,0.0,-0.4625523012552301,376388,0.0,0.7353857755661011,0.11999999731779099,0.05999999865889549,0,0,0
129,1,34.96310696,-111.74705364,985,1974.0,1878.3015972222222,95.6984027777778,108190172,3.0,2.144560669456067,1007224,0.0,0.0,0.0,0.0,0,0,0
130,1,38.66857294,-109.49605889,882,1471.0,1489.0691840277777,18.069184027777737,85770385,3.0,1.354044630404463,798248,0.0,0.0,0.0,0.0,0,0,0
131,1,39.98386239,-111.7274902,1817,1639.0,1833.5070833333334,194.5070833333334,105610008,4.0,5.1361227336122734,1060052,0.0045194379054009914,0.0,0.0,0.0,1,1,1
132,1,41.17253211,-74.57616091999999,344,202.0,227.32291666666666,25.322916666666657,13093800,0.0,0.46080892608089263,452964,9.467120170593262,11.408124923706055,13.563836097717285,18.31999969482422,0,0,0
133,1,34.228262640000004,-117.50694761,2310,1056.0,1133.6759548611112,77.67595486111122,65299735,-5.0,-6.525836820083682,1225670,0.0,0.0,0.0,0.0,0,0,0
134,1,37.74440555,-112.33311122,924,2261.0,2284.412604166667,23.412604166666824,131582166,2.0,2.7578451882845187,586494,0.0,0.0,0.038850653916597366,0.0,0,0,0
135,1,40.47868408,-75.45791224999999,239,165.0,169.16276041666666,4.162760416666657,9743775,0.0,0.11809623430962343,275158,0.0,0.0,0.0,0.0,0,0,0
136,1,39.43125292,-107.08545236,1442,2347.0,2392.4514583333334,45.45145833333345,137805204,4.0,4.700732217573222,746274,0.0,0.0,0.0,0.0,0,0,0
137,1,37.38092848,-82.49380257,659,396.0,400.5845659722222,4.584565972222208,23073671,0.0,0.010285913528591354,1449290,0.3499999940395355,0.08800994604825974,0.429999977350235,1.1699999570846558,0,0,0
138,1,37.7689047,-119.09535019,1797,2643.0,2704.9583333333335,61.958333333333485,155805600,-6.0,-7.571931659693166,1232234,0.0,0.0,0.0,0.0,0,0,0
139,1,39.92878194,-76.22701972,223,147.0,157.51178819444445,10.51178819444445,9072679,0.0,0.2867154811715481,259018,0.0,0.0,0.0,0.0,0,0,0
140,1,38.52445196,-80.76767233,546,466.0,482.7975347222222,16.797534722222224,27809138,2.0,1.4815899581589957,1059380,0.0,0.0,0.0,0.0,0,0,0
141,1,35.74771702,-83.52118519,1757,491.0,582.9659201388889,91.96592013888892,33578837,1.0,1.5913877266387726,935278,0.009999999776482582,0.0,0.11999999731779099,0.11999999731779099,0,1,1
142,1,37.3060631,-81.10681971000001,577,779.0,787.6061458333334,8.606145833333358,45366114,0.0,-0.2605299860529986,689884,0.550000011920929,0.5600000023841858,0.026585513725876808,0.0,0,0,0
143,1,35.46856992,-82.32555070000001,1034,791.0,800.0548090277778,9.054809027777765,46083157,-1.0,-1.0608089260808926,957376,0.0,0.0,0.0,0.0,0,0,0
144,1,45.34503981,-122.62893459,299,81.0,92.42859375,11.428593750000005,5323887,0.0,0.5668410041841004,325134,2.231670379638672,0.1822153627872467,2.264416217803955,0.7299999594688416,0,0,0
145,1,40.50762929,-79.85297334,201,323.0,314.41614583333336,8.58385416666664,18110370,1.0,0.34302649930264995,512688,0.0,0.0,0.0,0.0,0,0,0
146,1,36.12460265,-112.72179711,852,1740.0,1637.4471006944445,102.55289930555546,94316953,-1.0,-2.1284170153417015,993746,0.0,0.0,0.0,0.0,0,0,0
147,1,39.95594438,-111.54353941,1804,1975.0,2038.3960243055556,63.39602430555556,117411611,-1.0,-1.5741980474198047,1324660,0.0,0.0,0.0,0.0,0,0,0
148,1,38.022251,-107.676613,2035,3222.0,3206.1594270833334,15.840572916666588,184674783,2.0,2.5208856345885633,1835958,0.0,0.0,0.0,0.0,0,0,0
149,1,41.000580240000005,-74.32483852,352,152.0,167.7614236111111,15.761423611111098,9663058,-1.0,-0.9002440725244073,459490,0.0,0.0,0.0,0.0,0,0,0
150,1,34.055997250000004,-118.86939104,916,259.0,234.74807291666667,24.251927083333328,13521489,0.0,0.6919107391910739,841040,0.0,0.0,0.0,0.0,1,1,1
151,1,35.01278748,-118.43979073,1544,1413.0,1463.159392361111,50.15939236111103,84277981,-3.0,-3.2345188284518827,909964,0.0,0.0,0.0,0.0,0,0,0
152,1,34.036756110000006,-118.82320554,854,83.0,199.81963541666667,116.81963541666667,11509611,0.0,-0.34260808926080893,842180,0.0,0.0,0.0,0.0,1,1,1
153,1,40.504194420000005,-111.41345709,1190,1893.0,1944.0328125,51.03281250000009,111976290,1.0,0.5589958158995816,793768,0.0,0.0,0.0,0.0,0,0,0
