,true_slide,latitude,longitude,max_elev_change,median_elev,mean_elev,mean_median_diff,total_elev,median_elev_change,mean_elev_change,total_elev_change,Precip_30_min_before,Precip_60_min_before,Precip_90_min_before,Precip_120_min_before,fire_<=1_year_before,fire_<=3_year_before,fire_<=5_year_before
4387,0,45.567376,-122.812342,419,71.0,100.9796875,29.979687499999997,5816430,0.0,-0.4844839609483961,384702,0.2640725076198578,0.26850268244743347,0.2800000011920929,0.2800000011920929,0,0,0
4388,0,47.229291,-122.255001,286,103.0,92.25553819444444,10.74446180555556,5313919,0.0,0.5697698744769875,329130,0.0,0.0,0.0,0.0,0,0,0
4389,0,34.019456809999994,-118.5048871,649,34.0,112.54692708333333,78.54692708333333,6482703,0.0,-0.551534170153417,626060,0.0,0.0,0.0,0.0,0,0,0
4390,0,39.63843134,-95.14725681,123,300.0,293.04744791666667,6.95255208333333,16879533,0.0,-0.3601813110181311,240248,0.0,0.0,0.0,0.0,0,0,0
4391,0,33.87858534,-116.84303488,1892,924.0,978.7250520833334,54.72505208333337,56374563,4.0,4.250801952580195,868098,0.0,0.0,0.0,0.0,0,1,1
4392,0,48.379985,-116.551955,1385,722.0,928.4364756944444,206.43647569444443,53477941,-4.0,-6.645153417015342,712554,0.0,0.0,0.0,0.0,0,0,0
4393,0,47.35299967,-122.55893637,163,63.0,57.7496875,5.2503125,3326382,0.0,-0.09260808926080892,350600,0.0,0.0,0.0,0.0,0,0,0
4394,0,48.736721,-122.359062,949,196.0,268.30539930555557,72.30539930555557,15454391,3.0,3.552336122733612,727478,0.0,0.0,0.949999988079071,0.0,0,0,0
4395,0,47.79575909,-122.39154285,179,0.0,43.113194444444446,43.113194444444446,2483320,0.0,0.7705718270571827,152760,0.4839882254600525,0.3199999928474426,0.3199999928474426,1.7740281820297241,0,0,0
4396,0,37.83536,-120.056857,1388,1005.0,1007.1215277777778,2.1215277777778283,58010200,2.0,2.516352859135286,1154618,0.0,0.0,0.0,0.0,0,1,1
4397,0,34.239632050000004,-116.9678174,2095,2083.0,2010.4463020833334,72.55369791666658,115801707,4.0,3.8686192468619245,1092624,0.0,0.0,0.0,0.0,0,0,0
4398,0,47.844033,-122.342937,202,73.0,69.87125,3.1287499999999966,4024584,0.0,1.0219665271966527,234084,0.0,0.0,0.0,0.004237580578774214,0,0,0
4399,0,48.72384823,-116.5300705,1622,1519.0,1504.8387847222223,14.161215277777728,86678714,-6.0,-5.8182008368200835,950028,0.0,0.0,0.0,0.0,0,0,0
4400,0,45.520603,-122.721696,399,64.0,89.92987847222223,25.929878472222228,5179961,0.0,-0.5781380753138076,348426,0.0,0.0,0.0,0.0,0,0,0
4401,0,46.04343186,-117.24413807,1240,1066.0,1004.1863541666667,61.81364583333334,57841134,-2.0,-1.5163877266387726,1243628,0.0,0.0,0.0,0.0,0,0,0
4402,0,47.96976148,-122.35112619,201,0.0,44.022777777777776,44.022777777777776,2535712,0.0,0.3339260808926081,222198,0.0,0.0,0.0,0.0,0,0,0
4403,0,45.531962,-122.960461,276,58.0,72.7674826388889,14.767482638888893,4191407,0.0,0.14703626220362623,205170,1.1699999570846558,0.0,0.0,0.0,0,0,0
4404,0,43.39079798,-123.54151704,765,306.0,333.5448263888889,27.544826388888907,19212182,1.0,-1.4887377963737796,1126806,0.0,0.0,0.0,0.0,0,0,0
4405,0,45.629207,-122.822548,488,60.0,92.8443923611111,32.844392361111105,5347837,0.0,-1.5821478382147838,395200,0.0,0.0,0.07440143078565598,0.07999999821186066,0,0,0
4406,0,37.277007,-83.108536,362,413.0,412.3908333333333,0.6091666666666811,23753712,1.0,0.5967224546722455,1243788,0.0013512664008885622,0.0,0.0,0.0,0,0,0
4407,0,44.12321599,-123.620023,668,313.0,325.70539930555555,12.705399305555545,18760631,1.0,0.5942817294281729,1195980,0.0,0.0,0.0,0.006165347993373871,0,0,0
4408,0,45.973789,-117.264604,1092,1050.0,998.9212673611111,51.07873263888894,57537865,0.0,-0.16680613668061367,1235112,0.0,0.0,0.0,0.0,0,0,0
4409,0,39.187924,-108.260446,1621,1745.0,1803.82,58.819999999999936,103900032,0.0,0.7908298465829846,875166,0.0,0.0,0.0,0.0,0,0,0
4410,0,47.734742,-122.285041,196,79.0,73.91260416666667,5.087395833333332,4257366,0.0,0.45634588563458856,310496,0.0,0.0,0.0,0.0,0,0,0
4411,0,48.21279544,-116.91645571,824,746.0,805.5705208333334,59.570520833333376,46400862,1.0,0.9472105997210599,730632,0.0,0.0,0.0,0.0,0,0,0
4412,0,34.53213194,-119.85183676,1268,383.0,412.43296875,29.432968749999986,23756139,2.0,2.23873779637378,1054026,0.0,0.0,0.0,0.0,0,0,0
4413,0,45.98329529,-122.42285088,1112,348.0,402.2184027777778,54.21840277777778,23167780,0.0,0.35418410041841003,765100,0.3400000035762787,0.41168874502182007,0.0,0.10821209847927094,0,0,0
4414,0,37.83130513,-122.1903741,586,164.0,157.12489583333334,6.8751041666666595,9050394,2.0,1.2850418410041842,651150,0.0,0.0,0.0,0.0,0,0,0
4415,0,39.30552057,-119.91420972,1738,2218.0,2238.0299305555554,20.02993055555544,128910524,-4.0,-4.558228730822873,1169560,0.0,0.0,0.0,0.0,0,0,0
4416,0,40.77479079,-80.69692347,178,349.0,346.81237847222224,2.1876215277777646,19976393,0.0,-0.07681311018131101,340954,0.6299999952316284,0.5399999618530273,0.07999999821186066,0.0,0,0,0
4417,0,37.11761054,-122.08590223,861,342.0,370.12998263888886,28.129982638888862,21319487,-1.0,-1.2777545327754534,1039120,0.0,0.0,0.0,0.0,0,0,0
4418,0,40.712646070000005,-122.08386531,654,416.0,422.4805729166667,6.480572916666688,24334881,2.0,2.0063110181311017,781230,0.0,0.0,0.0,0.0,0,0,0
4419,0,40.78935149,-122.31277543,1062,391.0,436.4009027777778,45.40090277777779,25136692,0.0,0.5715829846582985,1029606,0.0,0.0,0.0,0.0,0,0,0
4420,0,38.80779455,-123.00982131,923,290.0,338.1142361111111,48.1142361111111,19475380,1.0,0.7753486750348675,904342,0.0,0.0,0.0,0.0,0,0,0
4421,0,39.732742,-80.092156,255,364.0,364.04027777777776,0.04027777777776009,20968720,-1.0,-0.44518828451882847,784256,0.0,0.0,0.0,0.0,0,0,0
4422,0,36.000259,-121.501461,1528,482.0,452.0723784722222,29.927621527777774,26039369,2.0,4.978138075313807,1096570,0.0,0.0,0.0,0.0,0,0,0
4423,0,36.23912968,-121.77477636,1460,180.0,332.7233159722222,152.72331597222222,19164863,3.0,5.385216178521618,1205148,0.0,0.0,0.0,0.0,0,0,0
4424,0,38.36665773,-81.61067785,301,283.0,280.3544097222222,2.645590277777785,16148414,0.0,0.29511854951185496,917388,0.0,0.0,0.0,0.0,0,0,0
4425,0,37.91493114,-122.66285828,791,85.0,141.05446180555555,56.05446180555555,8124737,0.0,0.17622036262203628,777504,0.0,0.06376085430383682,0.0,0.0,0,0,0
4426,0,47.297782,-115.173202,1338,1285.0,1290.8934201388888,5.893420138888814,74355461,-2.0,-1.5591352859135286,1349236,0.0,1.0227999687194824,0.0,0.0,0,0,0
4427,0,36.8837723,-82.67461254,881,730.0,759.4471354166667,29.447135416666697,43744155,0.5,0.6026150627615062,962778,0.0,0.0,0.0,0.0,0,0,0
4428,0,37.91406437,-122.5121986,832,11.0,71.65008680555556,60.65008680555556,4127045,0.0,-1.8096582984658298,553610,0.0,0.10365961492061615,0.0,0.0,0,0,0
4429,0,37.018892,-121.93556,1155,158.0,208.71743055555555,50.71743055555555,12022124,3.0,2.2101464435146445,846882,1.4299999475479126,1.559999942779541,0.009999999776482582,0.2949722707271576,0,0,0
4430,0,39.310563,-120.686333,1562,1535.0,1527.6542013888889,7.3457986111111495,87992882,5.0,5.153033472803347,1090922,0.0,0.0,0.0,0.0,0,0,0
4431,0,37.03845686,-122.08484707,839,203.0,230.11899305555556,27.118993055555563,13254854,0.0,-0.6422942817294282,854126,0.0,0.0,0.0,0.0,0,0,0
4432,0,37.99985155,-122.60476195,792,152.0,180.53446180555557,28.534461805555566,10398785,-1.0,-0.9982217573221758,881870,0.019999999552965164,0.5354743599891663,0.2591630816459656,0.0,0,0,0
4433,0,39.367245,-121.108961,1036,677.0,676.4410416666667,0.5589583333332939,38963004,3.0,2.7055090655509066,939876,0.0,0.0,0.0,0.0,0,0,0
4434,0,36.84145359,-121.66878954,510,64.0,85.39098958333334,21.390989583333337,4918521,1.0,1.1858437935843793,508608,0.0,0.0,0.0,0.0,0,0,0
4435,0,37.98880698,-122.29728127,506,18.0,63.71081597222222,45.71081597222222,3669743,0.0,1.2463389121338913,384014,0.0,0.0,0.0,0.0,0,0,0
4436,0,41.29005736,-73.39666321,280,157.0,155.42303819444444,1.5769618055555554,8952367,0.0,-0.46314504881450486,414138,0.0,0.0,0.0,0.0,0,0,0
4437,0,39.81452834,-123.07906831,1553,906.0,938.7962673611111,32.79626736111106,54074665,5.0,5.022768479776848,1107850,0.0,0.0,0.0,0.0,0,0,0
4438,0,37.36321806,-122.16897264,872,176.0,244.65838541666668,68.65838541666668,14092323,-1.0,-1.4322524407252442,735002,0.0,0.0,0.0,0.0,0,0,0
4439,0,37.08229788,-121.97646105,1042,281.0,323.8034375,42.80343749999997,18651078,2.0,1.917015341701534,1045612,0.0,3.7425777912139893,0.012752070091664791,0.013265918008983135,0,0,0
4440,0,40.48344204,-79.86476209,194,315.0,307.6940625,7.305937500000027,17723178,1.0,0.1196652719665272,542196,0.0,0.0,0.0,0.0,0,0,0
4441,0,37.998694,-122.461189,369,0.0,17.5565625,17.5565625,1011258,0.0,-0.8309972105997211,258646,0.0,0.0,0.0,0.0,0,0,0
4442,0,37.97953546,-122.49943943,832,3.0,57.82505208333333,54.82505208333333,3330723,0.0,-2.318305439330544,481658,0.0,0.0,0.0,0.0,0,0,0
4443,0,37.890359,-121.871398,1135,276.0,307.57602430555556,31.576024305555563,17716379,0.0,0.0997907949790795,858380,0.0,0.0,0.0,0.0,0,0,0
4444,0,40.78083525,-123.31233055,1663,995.0,977.5220138888889,17.477986111111136,56305268,1.0,0.4301952580195258,1606748,0.0,0.0,0.0,0.0,0,0,0
4445,0,40.27673341,-78.92350659,497,552.0,551.5611111111111,0.4388888888888687,31769920,0.0,-0.21286610878661089,616354,0.0,0.0,0.0,0.0,0,0,0
4446,0,38.18548947,-81.32476841,533,414.0,407.6362673611111,6.363732638888905,23479849,1.0,0.15767085076708506,1350960,0.0,0.0,0.0,0.0,0,0,0
4447,0,40.684606,-78.808062,283,519.0,524.6175,5.61749999999995,30217968,1.0,0.47165271966527195,425874,0.0,0.0,0.0,0.0,0,0,0
4448,0,37.74247200000001,-122.414222,389,2.0,34.67315972222222,32.67315972222222,1997174,0.0,-0.03692468619246862,270758,0.0,0.0,0.0,0.0,0,0,0
4449,0,37.02125973,-121.96163284,937,152.0,182.5890625,30.58906250000001,10517130,2.0,1.6511506276150627,842378,0.0,1.1958322525024414,0.7784786820411682,0.8700000047683716,0,0,0
4450,0,35.779001320000006,-121.32887864,1079,152.0,283.96890625,131.96890624999997,16356609,0.0,3.3145746164574614,879268,0.0001742395106703043,0.00025685460423119366,0.0,0.0,0,0,0
4451,0,41.58901199,-93.61704562,125,264.0,264.03105902777776,0.03105902777775782,15208189,0.0,-0.0846234309623431,249474,0.0,0.0,0.0,0.0,0,0,0
4452,0,41.26238872,-77.90853269,522,474.0,477.99206597222224,3.9920659722222354,27532343,0.0,0.22792887029288703,841078,0.0,0.0,0.0,0.0,0,0,0
4453,0,40.56288,-80.715029,219,342.0,327.81210069444444,14.187899305555561,18881977,0.0,-0.2672594142259414,596070,0.0,0.0,0.0,0.0,0,0,0
4454,0,20.8755957,-156.18695767,1979,134.0,364.2858159722222,230.28581597222222,20982863,-2.0,-3.5444560669456067,600086,0.0,0.0,0.0,0.0,0,0,0
4455,0,39.72539392,-86.72234803,98,266.0,264.5925868055556,1.4074131944444161,15240533,0.0,0.07067642956764296,154102,0.0,0.0,0.0,0.0,0,0,0
4456,0,37.12855432,-122.12113443,972,384.0,401.43980902777776,17.439809027777756,23122933,1.0,0.2096234309623431,1058120,0.0,0.06124385446310043,0.0,0.0,0,0,0
4457,0,45.80251997,-108.59666774,240,1019.0,1033.0019270833334,14.001927083333385,59500911,-1.0,-0.696513249651325,184464,0.0,0.0,0.0,0.0,0,0,0
4458,0,40.43687977,-79.78054802,212,333.0,323.60477430555557,9.395225694444434,18639635,1.0,0.3826011157601116,548346,0.0,0.0,0.0,0.0,0,0,0
4459,0,40.34846467,-80.96197002,134,359.0,355.3663020833333,3.6336979166666765,20469099,0.0,0.08326359832635984,429456,0.0,0.0,0.0,0.0,0,0,0
4460,0,37.99578839,-81.73845939,472,424.0,416.7996180555556,7.200381944444416,24007658,1.0,0.7208507670850767,1408856,0.0,0.0,0.0,0.0,0,0,0
4461,0,35.770582,-121.323815,1079,126.0,267.4318402777778,141.43184027777778,15404074,0.0,3.3550906555090654,851152,0.0,0.0,0.0,0.0,0,0,0
4462,0,42.93062217,-74.176972,370,221.0,221.33963541666665,0.33963541666665265,12749163,1.0,0.6797419804741981,254902,0.0,0.0,0.0,0.0,0,0,0
4463,0,40.912138770000006,-122.11096396,1179,707.0,729.4470833333334,22.447083333333353,42016152,1.0,0.7050209205020921,1414968,0.8187481760978699,0.8055408596992493,0.8399999737739563,0.8399999737739563,0,0,0
4464,0,37.37241248,-121.77161192,1172,383.0,391.6018576388889,8.601857638888873,22556267,5.0,5.524407252440725,886960,0.0,0.0,0.0,0.0,0,0,0
4465,0,40.35664064,-79.87463695,192,316.0,307.04711805555553,8.95288194444447,17685914,0.0,-0.02995118549511855,544486,0.0,0.0,0.0,0.0,0,0,0
4466,0,37.73969582,-122.44321605,388,2.0,35.424045138888886,33.424045138888886,2040425,0.0,-0.03103207810320781,277436,0.019999999552965164,0.0,0.0,0.06872770935297012,0,0,0
4467,0,39.19874154,-123.28477177,867,456.0,456.9287673611111,0.9287673611111131,26319097,-2.0,-1.804881450488145,934388,0.4923810362815857,0.0,0.0,0.0,0,0,0
4468,0,35.7215834,-120.69791657,537,261.0,290.3054340277778,29.30543402777778,16721593,0.0,-0.18521617852161784,496496,0.0,0.0,0.0,0.0,0,0,0
4469,0,35.42818822,-120.77115179,846,295.0,289.59855902777775,5.401440972222247,16680877,2.0,2.485181311018131,872350,0.0,0.0,0.0,0.0,0,0,0
4470,0,38.81859944,-123.02253909,935,309.0,352.1702604166667,43.17026041666668,20285007,1.0,0.5576011157601116,905792,0.0,0.0,0.0,0.0,0,0,0
4471,0,37.10839705,-122.11469549,856,346.0,366.8678125,20.867812500000014,21131586,1.0,-0.10449790794979079,1030406,0.0,0.06124385446310043,0.0,0.0,0,0,0
4472,0,37.00129086,-122.02125815,624,107.0,128.82864583333333,21.828645833333326,7420530,-1.0,-0.8619246861924686,722644,0.0,0.0,0.0,0.0,0,0,0
4473,0,40.42020137,-79.82994350999999,206,324.0,314.06131944444445,9.93868055555555,18089932,0.0,0.15453277545327754,535616,0.0,0.0,0.0,0.0,0,0,0
4474,0,37.03562826,-122.06508426,839,194.0,216.95616319444446,22.956163194444457,12496675,-1.0,-1.0290097629009762,836188,0.0,0.0,0.0,0.0,0,0,0
4475,0,36.99061086,-121.71422464,872,170.0,217.06585069444444,47.065850694444435,12502993,0.0,-0.6700488145048814,800162,0.0,0.0,0.0,0.0,0,0,0
4476,0,38.002075000000005,-122.611728,791,158.0,184.62171875,26.621718750000014,10634211,-1.0,-1.1685495118549512,904744,8.415328025817871,6.03168249130249,2.0999999046325684,2.8299999237060547,0,0,0
4477,0,40.4325874,-80.00745413,202,320.0,308.3448784722222,11.655121527777794,17760665,0.0,0.017677824267782426,514390,1.5099999904632568,0.7299999594688416,0.20999999344348907,0.0,0,0,0
4478,0,36.026196,-121.534139,1529,362.0,436.1525520833333,74.15255208333332,25122387,3.0,6.043305439330544,1074588,0.019999999552965164,0.019999999552965164,0.0,0.08999999612569809,0,0,0
4479,0,37.97157094,-122.2424441,584,105.0,120.27211805555555,15.272118055555552,6927674,1.0,1.1778242677824269,557512,0.0,0.0,0.0,0.0,0,0,0
4480,0,39.90752824,-123.74952177,1243,434.0,469.5203125,35.52031249999999,27044370,4.0,4.099093444909345,1272236,0.0,0.0,0.0,0.0,0,0,0
4481,0,20.855596,-156.16830499999998,2367,232.0,469.1121180555556,237.11211805555558,27020858,-4.0,-5.038458856345885,625178,0.0,0.0,0.0,0.0,0,0,0
4482,0,37.14797807,-122.08769581,913,381.0,410.63190972222225,29.631909722222247,23652398,-1.0,-1.331136680613668,1071090,0.0,0.007663669530302286,0.0,0.0,0,0,0
4483,0,38.48712641,-123.01827244,640,194.0,199.86572916666665,5.865729166666654,11512266,-1.0,-0.4746513249651325,1036934,0.0,0.5919365882873535,0.6345056295394897,0.0,0,0,0
4484,0,39.917148,-123.767061,1236,413.0,431.12378472222224,18.12378472222224,24832730,4.0,3.739644351464435,1276810,0.0014474461786448956,0.0,0.0,0.0,0,0,0
4485,0,37.9146524,-122.18811468,579,180.0,183.42291666666668,3.42291666666668,10565160,1.0,0.4405160390516039,725836,0.0,0.0,0.0,0.0,0,0,0
4486,0,38.1779061,-81.30458817,565,415.5,410.28296875,5.217031249999991,23632299,1.0,0.2657949790794979,1370274,0.0,0.0,0.0,0.0,0,0,0
4487,0,37.94963871,-122.51325979,832,20.0,78.69987847222222,58.699878472222224,4533113,0.0,-2.268340306834031,573772,0.0,0.0,0.0,0.0,0,0,0
4488,0,37.761358,-122.025979,687,202.0,214.6226736111111,12.62267361111111,12362266,1.0,0.7248256624825663,739472,0.0,0.0,0.0,0.0,0,0,0
4489,0,36.272728,-121.81642,1385,154.0,306.70592013888887,152.70592013888887,17666261,3.0,6.521582984658298,1079118,0.0,0.0,0.0,0.0,0,0,0
4490,0,38.5037,-122.9955,616,184.0,195.83791666666667,11.837916666666672,11280264,-1.0,-0.9802649930264993,1048620,0.0,0.0,0.0,0.0,0,0,0
4491,0,38.67697649,-121.19213644,258,82.0,89.24644097222222,7.246440972222217,5140595,1.0,1.153068340306834,187804,0.0,0.0,0.0,0.0,0,0,0
4492,0,35.856966,-121.413869,1129,5.0,300.03100694444447,295.03100694444447,17281786,0.0,4.9960948396094835,843848,0.0,0.0,0.0,0.0,0,0,0
4493,0,40.923534,-123.693787,1422,780.0,760.0763020833333,19.923697916666697,43780395,-2.0,-1.3377963737796374,1474752,0.0,0.0,0.0,0.0,0,0,0
4494,0,37.7409578,-121.58101306,658,125.0,166.90347222222223,41.903472222222234,9613640,-1.0,-1.4789748953974895,498682,0.0,0.0,0.0,0.0,0,0,0
4495,0,37.14832241,-122.01855688,977,345.0,378.8521875,33.852187500000014,21821886,0.0,0.24379358437935844,1065648,0.0,0.0,0.0005049451137892902,0.04999999701976776,0,0,0
4496,0,39.35900577,-123.50955946,777,294.0,317.62022569444446,23.620225694444457,18294925,3.0,2.8315202231520225,1173972,0.0,0.0,0.0,0.050174780189991,0,0,0
4497,0,37.08035822,-121.97827506,1043,274.0,316.1545659722222,42.1545659722222,18210503,2.0,1.9276150627615063,1053252,0.0,0.0,0.0,0.0,0,0,0
4498,0,40.19920903,-79.9235025,217,325.0,317.20074652777777,7.799253472222233,18270763,0.0,-0.04274755927475593,510876,0.0,0.0,0.0,0.0,0,0,0
4499,0,40.10587669,-80.74692388,227,327.0,307.42347222222224,19.576527777777756,17707592,0.0,-0.1058926080892608,695530,1.1999999284744263,1.5999999046325684,1.3700000047683716,1.670553207397461,0,0,0
4500,0,37.24809786,-122.07233047,968,357.0,369.93005208333335,12.93005208333335,21307971,-3.0,-2.5567991631799165,967342,0.0,0.0,0.0,0.0,0,0,0
4501,0,37.07794252,-121.98059455,1045,269.0,309.29576388888887,40.29576388888887,17815436,2.0,1.974721059972106,1053930,0.0,0.0,0.0,0.0,0,0,0
4502,0,40.881754,-122.367,995,533.0,584.2672222222222,51.267222222222244,33653792,-1.0,-0.7714086471408648,1279472,4.169620037078857,4.252796173095703,4.420000076293945,4.420000076293945,0,0,0
4503,0,38.4738,-122.9542,596,147.0,161.05394097222222,14.053940972222222,9276707,-1.0,-1.0125174337517433,889758,0.0,0.0,0.0,0.0,0,0,0
4504,0,40.41337991,-79.9238858,201,317.0,307.00762152777776,9.992378472222242,17683639,0.0,-0.08831938633193863,526738,0.0,0.0,0.0,0.0,0,0,0
4505,0,38.23121252,-81.58989258,359,342.0,339.1221875,2.8778125000000045,19533438,1.0,0.37723152022315204,1220138,0.0,0.0,0.0,3.0399999618530273,0,0,0
4506,0,40.727305,-122.077642,707,447.0,448.1611805555556,1.1611805555555748,25814084,3.0,2.2454672245467227,838440,0.0,0.0,0.0,0.0,0,0,0
4507,0,38.830110000000005,-81.76347200000001,175,235.0,233.90935763888888,1.0906423611111222,13473179,0.0,-0.026255230125523013,573698,0.0,0.0,0.0,0.0,0,0,0
4508,0,40.25089308,-80.63543332,234,322.0,307.7932986111111,14.206701388888916,17728894,0.0,0.19375871687587168,650778,0.0,0.0,0.0,0.0,0,0,0
4509,0,37.18069623,-122.21443164,903,366.0,378.9437673611111,12.9437673611111,21827161,3.0,2.1156903765690376,1112220,0.005907656159251928,0.0013718105619773269,0.0,0.0,0,0,0
4510,0,40.62364418000001,-79.86552468,207,343.0,336.2798090277778,6.720190972222213,19369717,0.0,-0.3025453277545328,474410,0.0,0.0,0.0,0.0,0,0,0
4511,0,38.30948329,-81.55135564999999,341,310.0,310.32574652777777,0.3257465277777669,17874763,1.0,0.33765690376569035,1073188,0.0,0.0,0.0,0.0,0,0,0
4512,0,36.00801476,-121.51220709,1528,461.0,448.3108159722222,12.689184027777799,25822703,3.0,5.796966527196653,1107530,0.0,0.0,0.0,0.0,0,0,0
4513,0,38.00807124,-122.61730308,791,162.0,187.23180555555555,25.231805555555553,10784552,-1.0,-1.3456764295676429,915880,0.0,0.0,0.0,0.0,0,0,0
4514,0,37.90798304,-122.21986026,586,171.0,170.33647569444443,0.6635243055555691,9811381,2.0,1.274023709902371,693462,0.0,0.33628442883491516,0.009678115136921406,0.0,0,0,0
4515,0,34.149216,-117.940183,1564,250.0,440.07571180555556,190.07571180555556,25348361,0.0,-0.17831241283124127,1115616,0.0,0.0,0.0,0.0,0,0,0
4516,0,43.270395,-122.606856,1413,1029.0,1035.002204861111,6.002204861111068,59616127,0.0,0.5285913528591353,1370100,0.3999999761581421,0.4699999988079071,1.3600000143051147,0.0,1,1,1
4517,0,46.45955095,-122.75081855,289,125.0,128.72432291666667,3.724322916666665,7414521,1.0,0.6925383542538355,330512,0.0,0.0,0.0,0.0,0,0,0
4518,0,48.615529,-122.438565,815,38.0,124.77545138888888,86.77545138888888,7187066,0.0,1.5471408647140865,546792,0.0,0.0,0.0,0.0,0,0,0
4519,0,48.06938284,-123.77395349,1692,499.0,595.2566493055556,96.25664930555558,34286783,1.0,0.841910739191074,1161664,0.0,0.0,0.0,0.00654675904661417,0,0,0
4520,0,48.67805991,-121.24422152,2309,1167.0,1143.502638888889,23.497361111111104,65865752,5.0,3.6349721059972104,2090398,0.0,0.0,0.0,0.0,1,1,1
4521,0,47.4616048,-116.76827351,601,806.0,784.0844097222222,21.915590277777824,45163262,0.0,0.3316945606694561,553970,0.0,0.0,0.0,0.0,0,0,0
4522,0,48.605862,-116.369756,1216,705.0,837.8599652777777,132.85996527777775,48260734,2.0,1.4582984658298466,738528,0.0,0.0,0.0,0.0,0,0,0
4523,0,35.557351999999995,-84.00841,729,408.0,446.4360590277778,38.43605902777779,25714717,2.0,2.9683751743375173,952510,0.0,0.0,0.0,0.0,0,0,0
4524,0,48.72678738,-122.3035053,959,266.0,335.5837152777778,69.5837152777778,19329622,-1.0,-0.9420153417015342,920034,0.0,0.0,0.0,0.0,0,0,0
4525,0,33.9225391,-117.83570898,487,172.0,193.9182638888889,21.9182638888889,11169692,1.0,1.3817991631799162,468444,0.0,0.0,0.0,0.0,0,0,0
4526,0,39.7602315,-121.46173413,1285,736.0,756.6702951388888,20.670295138888832,43584209,4.0,4.268514644351464,1204626,0.006035966798663139,0.0,0.0,0.0,1,1,1
4527,0,45.934422,-122.760786,629,82.0,138.15322916666668,56.15322916666668,7957626,1.0,0.7841701534170153,479208,0.5199999809265137,0.5199999809265137,1.3378880023956299,1.3614786863327026,0,0,0
4528,0,41.32696363,-111.85676368,1541,1868.0,1882.0253993055555,14.025399305555538,108404663,1.0,1.5660041841004184,1139222,0.0,0.0,0.0,0.0,0,0,0
4529,0,48.130894,-116.479598,944,726.0,807.9749479166667,81.97494791666668,46539357,1.0,0.882112970711297,739250,0.0,0.0,0.0,0.0,0,0,0
4530,0,36.71594657,-83.60661439,738,462.0,493.6384375,31.63843750000001,28433574,0.0,0.3452231520223152,1087650,0.0,0.0,0.0,0.0,0,0,0
4531,0,46.77115383,-114.353279,1340,1551.0,1570.5022222222221,19.502222222222144,90460928,2.0,1.6117852161785216,1131200,0.0,0.0,0.0,0.0,0,0,0
4532,0,37.61662149,-122.48520774,601,22.0,87.98942708333334,65.98942708333334,5068191,0.0,0.5002092050209205,508780,0.0,0.0,0.0,0.0,0,0,0
4533,0,38.359775,-122.200994,860,274.0,280.108125,6.108124999999973,16134228,1.0,1.4178172942817295,827622,0.0,0.0,0.0,0.0,1,1,1
4534,0,37.398068040000005,-122.27652481,785,216.0,259.9482638888889,43.9482638888889,14973020,1.0,0.32315202231520224,802300,0.0,0.0,0.0,0.0,0,0,0
4535,0,39.44991493,-80.17792075999999,244,354.0,354.1906076388889,0.19060763888887777,20401379,0.0,0.2761854951185495,707658,5.818399429321289,2.6031999588012695,0.04639999940991402,0.03200000151991844,0,0,0
4536,0,36.21772147,-121.75080072,1460,163.0,345.013125,182.013125,19872756,4.0,5.880369595536959,1218358,0.0,0.0,0.0,0.0,0,0,0
4537,0,35.428013269999994,-120.7765753,846,285.0,280.78600694444447,4.213993055555534,16173274,2.0,2.5233960948396095,869166,0.0,0.0,0.0,0.0,0,0,0
4538,0,37.38644301,-122.26207928,779,233.0,274.4591840277778,41.45918402777778,15808849,0.0,-0.04682705718270572,806898,0.0,0.0,0.0,0.0,0,0,0
4539,0,37.985138590000005,-122.51304168,832,13.0,78.69739583333333,65.69739583333333,4532970,0.0,-2.7764644351464436,530078,0.0,0.0,0.0,0.0,0,0,0
4540,0,40.85999701,-75.72881220000001,435,306.0,329.2552777777778,23.255277777777792,18965104,0.0,-0.426255230125523,445366,0.0,0.0,0.0,0.0,0,0,0
4541,0,38.15973736,-81.29662255,612,425.0,422.44128472222224,2.5587152777777646,24332618,0.0,0.019421199442119945,1414418,0.0,0.0,0.0,0.0,0,0,0
4542,0,37.35973464,-122.25343088,803,259.0,298.1839236111111,39.183923611111084,17175394,1.0,0.5214086471408648,869696,0.0,0.0,0.0,0.0,0,0,0
4543,0,38.51175925,-122.10446578,802,266.0,294.0476909722222,28.0476909722222,16937147,-2.0,-1.189260808926081,1130420,0.0,0.0,0.0,0.0,0,0,0
4544,0,40.34649585,-79.7649782,199,327.0,319.1024479166667,7.8975520833333235,18380301,1.0,0.4016039051603905,552632,0.0,0.09632917493581772,0.0015710474690422416,0.0,0,0,0
4545,0,37.99222287,-122.59882985,792,147.0,176.62864583333334,29.628645833333337,10173810,-1.0,-1.0122036262203626,875324,0.0,0.0,0.0,0.0,0,0,0
4546,0,37.03155782,-122.06504164,839,186.0,209.49616319444445,23.49616319444445,12066979,-1.0,-0.9951534170153417,813678,0.0,0.012903786264359951,0.0,0.0,0,0,0
4547,0,40.6850016,-122.04245602,781,460.0,456.8663888888889,3.1336111111111222,26315504,4.0,3.3503138075313807,630962,0.0,0.0,0.0,0.0,0,0,0
4548,0,37.845109,-122.47819,781,0.0,39.21553819444444,39.21553819444444,2258815,0.0,-0.8925732217573221,420902,0.0,0.0,0.0,0.0,0,0,0
