,Fold Number,Epoch,Binary Cross-Entropy Loss,Accuracy,AUC,Precision,Recall,Validation Loss,Validation Accuracy,Validation Recall,Validation Precision,Validation AUC
30,1.0,31.0,0.31355956196784973,0.8586239218711853,0.8696542978286743,0.6854130029678345,0.33591732382774353,0.34087738394737244,0.8473214507102966,0.3178294599056244,0.611940324306488,0.8421178460121155
31,1.0,32.0,0.31331193447113037,0.8582767248153687,0.8696436285972595,0.6872009634971619,0.3298880159854889,0.340038537979126,0.8491071462631226,0.3100775182247162,0.6282722353935242,0.8409674763679504
32,1.0,33.0,0.313624769449234,0.8571357727050781,0.8695233464241028,0.6826165914535522,0.3235716223716736,0.3415018916130066,0.8495535850524902,0.2868216931819916,0.645348846912384,0.8418305516242981
33,1.0,34.0,0.3132043480873108,0.8571357727050781,0.8700570464134216,0.6797853112220764,0.32730403542518616,0.34271812438964844,0.8473214507102966,0.3255814015865326,0.6086956262588501,0.8408467769622803
34,1.0,35.0,0.3127991259098053,0.8577806353569031,0.8703271746635437,0.6822485327720642,0.33103644847869873,0.3433276414871216,0.8473214507102966,0.33074936270713806,0.6066350936889648,0.8401439189910889
35,1.0,36.0,0.31261247396469116,0.8577806353569031,0.8701296448707581,0.681176483631134,0.3324719965457916,0.3440115451812744,0.8495535850524902,0.2945736348628998,0.6404494643211365,0.8390249609947205
36,1.0,37.0,0.31273844838142395,0.8571853637695312,0.8706285357475281,0.6766082048416138,0.33218491077423096,0.34317103028297424,0.8508928418159485,0.3049095571041107,0.6448087692260742,0.8394697308540344
37,1.0,38.0,0.31266263127326965,0.8589711785316467,0.8703739643096924,0.6884570121765137,0.3356302082538605,0.33998721837997437,0.8482142686843872,0.2971576154232025,0.6284152865409851,0.8425041437149048
38,1.0,39.0,0.3120153546333313,0.8594176173210144,0.8709118366241455,0.6905460953712463,0.3376399576663971,0.3435214161872864,0.8508928418159485,0.29198965430259705,0.6531791687011719,0.84061598777771
39,1.0,40.0,0.3118688762187958,0.8580783009529114,0.8709842562675476,0.6822977662086487,0.3341946601867676,0.34235939383506775,0.8495535850524902,0.2945736348628998,0.6404494643211365,0.8421708345413208
40,1.0,41.0,0.3113858103752136,0.8592687845230103,0.8712475895881653,0.6908983588218689,0.3356302082538605,0.3417969346046448,0.846875011920929,0.33591732382774353,0.6018518805503845,0.8439160585403442
41,1.0,42.0,0.3111661374568939,0.8592687845230103,0.8720123171806335,0.6931818127632141,0.3327591121196747,0.34274983406066895,0.8486607074737549,0.3333333432674408,0.6142857074737549,0.8440234065055847
42,1.0,43.0,0.3113561272621155,0.8590207695960999,0.8715069890022278,0.6862289309501648,0.33907550573349,0.34270283579826355,0.8508928418159485,0.3204134404659271,0.6358974575996399,0.840528130531311
43,1.0,44.0,0.3114980161190033,0.8579294681549072,0.871783971786499,0.6825958490371704,0.33218491077423096,0.34677866101264954,0.8517857193946838,0.29974159598350525,0.6553672552108765,0.8409597873687744
44,1.0,45.0,0.3106975853443146,0.8588223457336426,0.8720896244049072,0.6887966990470886,0.33362042903900146,0.34652817249298096,0.8473214507102966,0.3100775182247162,0.6153846383094788,0.8405741453170776
45,1.0,46.0,0.3110407292842865,0.8583263158798218,0.8716104030609131,0.683440625667572,0.3353430926799774,0.3452907204627991,0.8500000238418579,0.29198965430259705,0.645714282989502,0.8401035666465759
46,1.0,47.0,0.3103782832622528,0.859169602394104,0.8727233409881592,0.6867749691009521,0.3399368226528168,0.3442625105381012,0.8459821343421936,0.33591732382774353,0.5963302850723267,0.8408963084220886
47,1.0,48.0,0.3096206486225128,0.859070360660553,0.8734669089317322,0.6881594657897949,0.33706575632095337,0.3443464934825897,0.8495535850524902,0.3178294599056244,0.6275510191917419,0.8388330936431885
48,1.0,49.0,0.31021082401275635,0.8587231636047363,0.8728229403495789,0.6829971075057983,0.34022393822669983,0.34370315074920654,0.8477678298950195,0.3255814015865326,0.6116504669189453,0.8416486382484436
49,1.0,50.0,0.30949345231056213,0.8596656322479248,0.8733315467834473,0.6912280917167664,0.33936262130737305,0.3428090810775757,0.8459821343421936,0.3204134404659271,0.6019417643547058,0.843627393245697
50,1.0,51.0,0.30931249260902405,0.8593184351921082,0.8728081583976746,0.6881908178329468,0.3396497368812561,0.34564322233200073,0.8482142686843872,0.33850130438804626,0.6093023419380188,0.8424761891365051
51,1.0,52.0,0.3091926872730255,0.8590207695960999,0.873826265335083,0.6828294396400452,0.34366926550865173,0.34637251496315,0.8446428775787354,0.3281653821468353,0.5906976461410522,0.8387857675552368
52,1.0,53.0,0.3098239302635193,0.859814465045929,0.872776210308075,0.6931216716766357,0.33850130438804626,0.3483981490135193,0.8455356955528259,0.3178294599056244,0.6000000238418579,0.8391462564468384
53,1.0,54.0,0.3091488480567932,0.8597152829170227,0.8732092380523682,0.6881102919578552,0.3439563512802124,0.34659895300865173,0.8482142686843872,0.32299742102622986,0.6157635450363159,0.8395876288414001
54,1.0,55.0,0.30854690074920654,0.8600624799728394,0.8740489482879639,0.6908881068229675,0.3439563512802124,0.3437274396419525,0.8513392806053162,0.31524547934532166,0.6421052813529968,0.840950071811676
55,1.0,56.0,0.30890023708343506,0.8597648739814758,0.8738213181495667,0.6920374631881714,0.33936262130737305,0.3422175645828247,0.8491071462631226,0.3049095571041107,0.6310160160064697,0.8426659107208252
56,1.0,57.0,0.30805668234825134,0.8590207695960999,0.8748022317886353,0.6855819225311279,0.3399368226528168,0.34490862488746643,0.8491071462631226,0.3281653821468353,0.6195122003555298,0.8401907682418823
57,1.0,58.0,0.3088180422782898,0.859169602394104,0.8739545345306396,0.6835803985595703,0.34424346685409546,0.3473242223262787,0.8500000238418579,0.3255814015865326,0.6268656849861145,0.839845597743988
58,1.0,59.0,0.3088243901729584,0.8589711785316467,0.8739460110664368,0.6818181872367859,0.3445305824279785,0.3458934724330902,0.8491071462631226,0.3178294599056244,0.624365508556366,0.8395310640335083
59,1.0,60.0,0.3084217309951782,0.8588719964027405,0.8743542432785034,0.6839677095413208,0.3405110538005829,0.3455035388469696,0.8504464030265808,0.32299742102622986,0.631313145160675,0.8397123217582703
60,1.0,61.0,0.30828338861465454,0.8589215874671936,0.874390721321106,0.6835152506828308,0.3416594862937927,0.35091105103492737,0.8482142686843872,0.3178294599056244,0.6180904507637024,0.8371792435646057
61,1.0,62.0,0.3073190152645111,0.8598640561103821,0.8756029009819031,0.6890804767608643,0.34424346685409546,0.3469282388687134,0.8500000238418579,0.3049095571041107,0.637837827205658,0.8385953307151794
62,1.0,63.0,0.30803218483924866,0.8586239218711853,0.8745702505111694,0.6834782361984253,0.33850130438804626,0.3435889482498169,0.8491071462631226,0.3281653821468353,0.6195122003555298,0.8424517512321472
63,1.0,64.0,0.30756860971450806,0.8597648739814758,0.8750328421592712,0.6863636374473572,0.3468274474143982,0.3469317555427551,0.8495535850524902,0.33591732382774353,0.6190476417541504,0.8405964970588684
64,1.0,65.0,0.3079287111759186,0.8594672083854675,0.8748026490211487,0.6859267950057983,0.34424346685409546,0.3504716455936432,0.8477678298950195,0.30749353766441345,0.6197916865348816,0.837057888507843
65,1.0,66.0,0.3075464963912964,0.8593184351921082,0.8753557801246643,0.6839113235473633,0.3453918993473053,0.3521061837673187,0.8441964387893677,0.3281653821468353,0.5879629850387573,0.8354493975639343
66,1.0,67.0,0.3071975111961365,0.8593184351921082,0.8754516839981079,0.6824591159820557,0.3474016785621643,0.34440216422080994,0.8486607074737549,0.33074936270713806,0.6153846383094788,0.8402493596076965
67,1.0,68.0,0.3072984218597412,0.8605585694313049,0.874841570854187,0.6906924247741699,0.3494114279747009,0.3493698537349701,0.8491071462631226,0.2945736348628998,0.6368715167045593,0.8393275737762451
68,1.0,69.0,0.30740886926651,0.8594672083854675,0.8749457597732544,0.6842403411865234,0.34654033184051514,0.35062113404273987,0.8464285731315613,0.3178294599056244,0.6059113144874573,0.8364109992980957
69,1.0,70.0,0.3070681691169739,0.8593184351921082,0.8754400014877319,0.6875362396240234,0.3405110538005829,0.3478300869464874,0.8500000238418579,0.356589138507843,0.6133333444595337,0.8405008912086487
70,1.0,71.0,0.30683568120002747,0.8596160411834717,0.8754727244377136,0.6871060132980347,0.34424346685409546,0.35035496950149536,0.8473214507102966,0.32299742102622986,0.6097561120986938,0.8377928137779236
71,1.0,72.0,0.3068399429321289,0.8600624799728394,0.8753020763397217,0.6874291896820068,0.34855011105537415,0.34945589303970337,0.846875011920929,0.3255814015865326,0.6057692170143127,0.8388388156890869
72,1.0,73.0,0.306523859500885,0.85991370677948,0.8756145238876343,0.6877492666244507,0.34654033184051514,0.3469424843788147,0.8495535850524902,0.30749353766441345,0.6329787373542786,0.8403100371360779
73,1.0,74.0,0.30700311064720154,0.8595664501190186,0.8750144839286804,0.6877880096435547,0.34280791878700256,0.348956435918808,0.8482142686843872,0.341085284948349,0.6082949042320251,0.8410544991493225
74,1.0,75.0,0.3071029782295227,0.8596160411834717,0.8746423721313477,0.6856168508529663,0.3462532162666321,0.34657546877861023,0.8495535850524902,0.3126614987850189,0.6302083134651184,0.8406739830970764
75,1.0,76.0,0.3064468502998352,0.8592191934585571,0.8760921359062195,0.6829268336296082,0.34567901492118835,0.34758105874061584,0.8500000238418579,0.3100775182247162,0.6349206566810608,0.8373737931251526
76,1.0,77.0,0.30689433217048645,0.85991370677948,0.8753476738929749,0.689476728439331,0.34424346685409546,0.3488432765007019,0.8464285731315613,0.302325576543808,0.6125654578208923,0.8372204303741455
77,1.0,78.0,0.3061489164829254,0.8600128889083862,0.8763545751571655,0.6881047487258911,0.34711456298828125,0.35108208656311035,0.8495535850524902,0.29198965430259705,0.6420454382896423,0.8359814882278442
78,1.0,79.0,0.30664703249931335,0.8596656322479248,0.8758599162101746,0.6877152919769287,0.3439563512802124,0.34745150804519653,0.846875011920929,0.33591732382774353,0.6018518805503845,0.8416367769241333
79,1.0,80.0,0.30627936124801636,0.8598640561103821,0.876112163066864,0.6875712871551514,0.3462532162666321,0.34624171257019043,0.8491071462631226,0.341085284948349,0.6139534711837769,0.840872585773468
80,1.0,81.0,0.30606165528297424,0.8596656322479248,0.8762472867965698,0.6896751523017883,0.34137237071990967,0.3522292375564575,0.8473214507102966,0.3100775182247162,0.6153846383094788,0.8356712460517883
81,1.0,82.0,0.3064107596874237,0.8595168590545654,0.8755127787590027,0.6873920559883118,0.34280791878700256,0.34884124994277954,0.8495535850524902,0.3281653821468353,0.6225489974021912,0.8367003202438354
82,1.0,83.0,0.30595505237579346,0.8604097366333008,0.8760910630226135,0.6914710998535156,0.3468274474143982,0.3519509732723236,0.8491071462631226,0.3204134404659271,0.623115599155426,0.8351231217384338
83,1.0,84.0,0.3057250678539276,0.8599632978439331,0.8766264915466309,0.6877133250236511,0.34711456298828125,0.3500180244445801,0.8486607074737549,0.33074936270713806,0.6153846383094788,0.8355666399002075
84,1.0,85.0,0.30604028701782227,0.8610545992851257,0.8757043480873108,0.6928732991218567,0.3517082929611206,0.35248205065727234,0.8500000238418579,0.3100775182247162,0.6349206566810608,0.836856484413147
85,1.0,86.0,0.305728942155838,0.8611042499542236,0.8762981295585632,0.6945868730545044,0.34998565912246704,0.35682618618011475,0.8486607074737549,0.302325576543808,0.6290322542190552,0.8358322381973267
86,1.0,87.0,0.3047180473804474,0.8606081604957581,0.8774003386497498,0.6932797431945801,0.34654033184051514,0.3525587022304535,0.8455356955528259,0.3333333432674408,0.5944700241088867,0.8376667499542236
87,1.0,88.0,0.3060203790664673,0.8604593276977539,0.8756863474845886,0.689479649066925,0.34998565912246704,0.3482728898525238,0.8482142686843872,0.32299742102622986,0.6157635450363159,0.8374296426773071
88,1.0,89.0,0.3053339421749115,0.8594176173210144,0.8766564130783081,0.6868163347244263,0.3425208032131195,0.3516802191734314,0.8477678298950195,0.33591732382774353,0.6074766516685486,0.8351050615310669
89,1.0,90.0,0.3060036301612854,0.8603601455688477,0.8758713006973267,0.6926182508468628,0.3448176980018616,0.35480839014053345,0.8482142686843872,0.30749353766441345,0.6230366230010986,0.833306074142456
90,1.0,91.0,0.3051984906196594,0.8609554171562195,0.8765686750411987,0.6940639019012451,0.34912431240081787,0.35036802291870117,0.8495535850524902,0.3100775182247162,0.6315789222717285,0.836115300655365
91,1.0,92.0,0.30538618564605713,0.8598640561103821,0.8767097592353821,0.6882150769233704,0.3453918993473053,0.3516339957714081,0.8508928418159485,0.3178294599056244,0.6373056769371033,0.8359947204589844
92,1.0,93.0,0.30498677492141724,0.8596656322479248,0.8775506019592285,0.6879310607910156,0.34366926550865173,0.35272136330604553,0.846875011920929,0.30749353766441345,0.6134020686149597,0.8351370692253113
93,1.0,94.0,0.3048055171966553,0.8610545992851257,0.8771580457687378,0.6941913366317749,0.34998565912246704,0.34929296374320984,0.8508928418159485,0.3178294599056244,0.6373056769371033,0.8368802070617676
94,1.0,95.0,0.3054494559764862,0.8603105545043945,0.8767556548118591,0.6906803846359253,0.3468274474143982,0.3544164001941681,0.8473214507102966,0.3204134404659271,0.610837459564209,0.8350512981414795
95,1.0,96.0,0.3049991726875305,0.8606081604957581,0.8774788975715637,0.6915196180343628,0.3488371968269348,0.3496813476085663,0.8477678298950195,0.30749353766441345,0.6197916865348816,0.8355762958526611
96,1.0,97.0,0.30505111813545227,0.8593680262565613,0.8773339986801147,0.6866359710693359,0.34223371744155884,0.35027173161506653,0.8504464030265808,0.33591732382774353,0.625,0.8372414112091064
97,1.0,98.0,0.30468395352363586,0.8596160411834717,0.8771969079971313,0.688837468624115,0.3419466018676758,0.3583032190799713,0.8477678298950195,0.32299742102622986,0.6127451062202454,0.831770122051239
98,1.0,99.0,0.30482903122901917,0.85991370677948,0.8775536417961121,0.6899135708808899,0.34366926550865173,0.3528200387954712,0.8477678298950195,0.31524547934532166,0.6161616444587708,0.8344272971153259
99,1.0,100.0,0.30422598123550415,0.8614018559455872,0.877945601940155,0.6962962746620178,0.3508469760417938,0.3508918583393097,0.8504464030265808,0.3281653821468353,0.6287128925323486,0.8369987607002258
100,2.0,1.0,0.4071202874183655,0.8291581869125366,0.7464356422424316,0.5264586210250854,0.11139822006225586,0.35185450315475464,0.8415178656578064,0.18087854981422424,0.6481481194496155,0.8280636072158813
101,2.0,2.0,0.3442751467227936,0.8454784750938416,0.8374484181404114,0.6631205677986145,0.21475739777088165,0.33983469009399414,0.8455356955528259,0.21963824331760406,0.6589147448539734,0.8400171399116516
102,2.0,3.0,0.33744651079177856,0.8484547734260559,0.84376460313797,0.6822828054428101,0.229974165558815,0.3351577818393707,0.8513392806053162,0.237726092338562,0.7076923251152039,0.8486789464950562
103,2.0,4.0,0.33390116691589355,0.8504886031150818,0.8478959202766418,0.6908055543899536,0.24375538527965546,0.3331732749938965,0.8513392806053162,0.24806201457977295,0.695652186870575,0.8506242036819458
104,2.0,5.0,0.3312828540802002,0.8511334657669067,0.8513022661209106,0.6856702566146851,0.2555268406867981,0.33430105447769165,0.8500000238418579,0.2661498785018921,0.6645161509513855,0.8472049832344055
105,2.0,6.0,0.3294122815132141,0.851331889629364,0.8532614707946777,0.6849315166473389,0.2583979368209839,0.32997235655784607,0.8513392806053162,0.2583979368209839,0.6849315166473389,0.8549206256866455
106,2.0,7.0,0.3279453217983246,0.8518279790878296,0.8552820682525635,0.6804949045181274,0.26844674348831177,0.3292847275733948,0.8486607074737549,0.25581395626068115,0.6600000262260437,0.8558877110481262
107,2.0,8.0,0.3270610570907593,0.8539609909057617,0.8553732633590698,0.6904593706130981,0.28050529956817627,0.326562762260437,0.8513392806053162,0.27906978130340576,0.6666666865348816,0.8594331741333008
108,2.0,9.0,0.3265933394432068,0.8534153699874878,0.8563974499702454,0.675298810005188,0.29198965430259705,0.32748690247535706,0.8504464030265808,0.2583979368209839,0.6756756901741028,0.85923171043396
109,2.0,10.0,0.32520273327827454,0.8545562624931335,0.8576552867889404,0.6867796778678894,0.2908412218093872,0.330124169588089,0.8504464030265808,0.2945736348628998,0.6477272510528564,0.8543174862861633
110,2.0,11.0,0.3251759707927704,0.8532665371894836,0.8583801984786987,0.6714565753936768,0.2951478660106659,0.3260751962661743,0.8517857193946838,0.2894056737422943,0.6627218723297119,0.8579174280166626
111,2.0,12.0,0.3245700001716614,0.8539113998413086,0.8580712080001831,0.678145706653595,0.29399943351745605,0.325133353471756,0.8508928418159485,0.28423771262168884,0.658682644367218,0.8605474233627319
112,2.0,13.0,0.3239279091358185,0.854903519153595,0.858964204788208,0.6847681999206543,0.29687049984931946,0.3279360234737396,0.8522321581840515,0.3049095571041107,0.6555555462837219,0.856619119644165
113,2.0,14.0,0.3232986032962799,0.8540106415748596,0.8599554300308228,0.6744186282157898,0.29974159598350525,0.32550567388534546,0.8495535850524902,0.28423771262168884,0.6470588445663452,0.859839677810669
114,2.0,15.0,0.32278576493263245,0.85425865650177,0.8604325652122498,0.6782210469245911,0.29773184657096863,0.3263998329639435,0.8526785969734192,0.29974159598350525,0.6628571152687073,0.8584731221199036
115,2.0,16.0,0.32256177067756653,0.8547050952911377,0.8604954481124878,0.6780205368995667,0.3028998076915741,0.3249742090702057,0.8522321581840515,0.3100775182247162,0.6521739363670349,0.8605292439460754
116,2.0,17.0,0.32224008440971375,0.8544074892997742,0.8606071472167969,0.6731984615325928,0.3057708740234375,0.32559192180633545,0.8513392806053162,0.29974159598350525,0.6516854166984558,0.859491765499115
117,2.0,18.0,0.3220098316669464,0.8552507758140564,0.8612680435180664,0.6826115250587463,0.30318689346313477,0.32706016302108765,0.8544642925262451,0.34366926550865173,0.6487804651260376,0.8587366342544556
118,2.0,19.0,0.3213023841381073,0.8546555042266846,0.8619913458824158,0.6757787466049194,0.3051966726779938,0.32384660840034485,0.8513392806053162,0.2945736348628998,0.6551724076271057,0.8616950511932373
119,2.0,20.0,0.32119861245155334,0.8547546863555908,0.862061619758606,0.6757441163063049,0.3063451051712036,0.3259807527065277,0.8526785969734192,0.3100775182247162,0.6557376980781555,0.8597288727760315
120,2.0,21.0,0.3207026720046997,0.8545562624931335,0.8627508878707886,0.6746987700462341,0.30548378825187683,0.32536351680755615,0.8526785969734192,0.30749353766441345,0.6574585437774658,0.8605013489723206
121,2.0,22.0,0.3205096423625946,0.8554987907409668,0.8625839948654175,0.6799242496490479,0.3092162013053894,0.3272806704044342,0.8544642925262451,0.34366926550865173,0.6487804651260376,0.8599345088005066
122,2.0,23.0,0.320879727602005,0.8550523519515991,0.8620566129684448,0.6769716143608093,0.30806776881217957,0.325148344039917,0.8517857193946838,0.3049095571041107,0.6519337296485901,0.8602956533432007
123,2.0,24.0,0.31957554817199707,0.8550523519515991,0.8639179468154907,0.6741154789924622,0.31180018186569214,0.324769526720047,0.8504464030265808,0.27131783962249756,0.6645569801330566,0.8625470995903015
124,2.0,25.0,0.3194473385810852,0.8557963967323303,0.8638042211532593,0.6848523616790771,0.3063451051712036,0.3252677023410797,0.8531249761581421,0.3178294599056244,0.6542553305625916,0.8599568009376526
125,2.0,26.0,0.31964099407196045,0.854903519153595,0.8633565306663513,0.6761363744735718,0.30749353766441345,0.32709404826164246,0.8517857193946838,0.28423771262168884,0.6666666865348816,0.8588746786117554
126,2.0,27.0,0.3188225328922272,0.855647623538971,0.8648360967636108,0.6800754070281982,0.3106517493724823,0.3242029845714569,0.8522321581840515,0.2945736348628998,0.6627907156944275,0.8612146377563477
127,2.0,28.0,0.31858906149864197,0.8561436533927917,0.8643568754196167,0.6855506300926208,0.3092162013053894,0.32471099495887756,0.8522321581840515,0.30749353766441345,0.6538461446762085,0.860837459564209
128,2.0,29.0,0.3193216323852539,0.8554491996765137,0.863982081413269,0.676160991191864,0.3135228157043457,0.32365497946739197,0.8508928418159485,0.2945736348628998,0.6514285802841187,0.8613561987876892
129,2.0,30.0,0.3182311952114105,0.8559948205947876,0.864844560623169,0.68034827709198,0.3140970468521118,0.32438021898269653,0.8504464030265808,0.2868216931819916,0.6529411673545837,0.861656665802002
130,2.0,31.0,0.3184927999973297,0.8561436533927917,0.8645496964454651,0.6846104860305786,0.31036463379859924,0.3262263536453247,0.8504464030265808,0.3049095571041107,0.6413043737411499,0.8590971231460571
131,2.0,32.0,0.3181757628917694,0.8559948205947876,0.8656213283538818,0.6785714030265808,0.3163939118385315,0.3285330533981323,0.8544642925262451,0.32299742102622986,0.6613756418228149,0.858149528503418
132,2.0,33.0,0.31800413131713867,0.8572846055030823,0.8650485277175903,0.6875,0.31897789239883423,0.3243912160396576,0.8526785969734192,0.2971576154232025,0.6647399067878723,0.8602154850959778
133,2.0,34.0,0.3179168105125427,0.8560940623283386,0.8651213645935059,0.6853502988815308,0.30892908573150635,0.3293754458427429,0.8531249761581421,0.33074936270713806,0.6464646458625793,0.85558021068573
134,2.0,35.0,0.31826409697532654,0.8569373488426208,0.8649131059646606,0.6827333569526672,0.3212747573852539,0.33020174503326416,0.8508928418159485,0.31524547934532166,0.6387434601783752,0.855213463306427
135,2.0,36.0,0.3176172971725464,0.8566893339157104,0.8658182621002197,0.6831072568893433,0.31811657547950745,0.32601094245910645,0.8549107313156128,0.33074936270713806,0.6597937941551208,0.8591195344924927
136,2.0,37.0,0.3174212574958801,0.8566397428512573,0.8656903505325317,0.6826863884925842,0.31811657547950745,0.3304305970668793,0.8544642925262451,0.3617570996284485,0.6392694115638733,0.8565208315849304
137,2.0,38.0,0.31706252694129944,0.8576318025588989,0.866452693939209,0.6863222122192383,0.3241458535194397,0.32490718364715576,0.8517857193946838,0.2945736348628998,0.6589595079421997,0.8607600927352905
138,2.0,39.0,0.31612110137939453,0.8569373488426208,0.8670307397842407,0.6827333569526672,0.3212747573852539,0.32781586050987244,0.8508928418159485,0.2687338590621948,0.6709677577018738,0.8571134805679321
